2	2529	gpi
2	2546	gpi
2	2557	gpi
2	5121	gpi
3	2469	gpe
3	2470	gpe
3	2471	gpe
3	2472	gpe
3	2473	gpe
3	2474	gpe
3	2475	gpe
3	2476	gpe
3	2477	gpe
3	2478	gpe
3	2479	gpe
3	2480	gpe
3	2481	gpe
3	2482	gpe
3	2483	gpe
3	2484	gpe
3	2485	gpe
3	2486	gpe
3	2487	gpe
3	2488	gpe
3	2489	gpe
3	2490	gpe
3	2491	gpe
3	2492	gpe
3	2493	gpe
3	2494	gpe
3	2495	gpe
3	2496	gpe
3	2497	gpe
3	2498	gpe
3	2499	gpe
3	2500	gpe
3	2501	gpe
3	2502	gpe
3	2503	gpe
3	2504	gpe
3	2505	gpe
3	2506	gpe
3	2507	gpe
3	2508	gpe
3	2509	gpe
3	2510	gpe
3	2511	gpe
3	2512	gpe
3	2513	gpe
3	2514	gpe
3	2515	gpe
3	2516	gpe
3	2517	gpe
3	2518	gpe
3	2519	gpe
3	2520	gpe
3	2521	gpe
3	2522	gpe
3	2523	gpe
3	2524	gpe
3	2525	gpe
3	2526	gpe
3	2527	gpe
3	2528	gpe
3	2533	gpi
3	2543	gpi
3	2562	gpi
3	2564	gpi
3	5041	gpe
3	5042	gpe
3	5043	gpe
3	5044	gpe
3	5045	gpe
3	5046	gpe
3	5047	gpe
3	5048	gpe
3	5049	gpe
3	5050	gpe
3	5051	gpe
3	5052	gpe
3	5053	gpe
3	5054	gpe
3	5055	gpe
3	5056	gpe
3	5057	gpe
3	5058	gpe
3	5059	gpe
3	5060	gpe
3	5061	gpe
3	5062	gpe
3	5063	gpe
3	5064	gpe
3	5065	gpe
3	5066	gpe
3	5067	gpe
3	5068	gpe
3	5069	gpe
3	5070	gpe
3	5071	gpe
3	5072	gpe
3	5073	gpe
3	5074	gpe
3	5075	gpe
3	5076	gpe
3	5077	gpe
3	5078	gpe
3	5079	gpe
3	5080	gpe
3	5081	gpe
3	5082	gpe
3	5083	gpe
3	5084	gpe
3	5085	gpe
3	5086	gpe
3	5087	gpe
3	5088	gpe
3	5089	gpe
3	5090	gpe
3	5091	gpe
3	5092	gpe
3	5093	gpe
3	5094	gpe
3	5095	gpe
3	5096	gpe
3	5097	gpe
3	5098	gpe
3	5099	gpe
3	5100	gpe
3	5102	gpi
3	5104	gpi
3	5108	gpi
3	5110	gpi
3	5111	gpi
3	5113	gpi
3	5117	gpi
3	5118	gpi
3	5125	gpi
3	5136	gpi
3	5138	gpi
4	2534	gpi
4	2538	gpi
4	2541	gpi
4	2542	gpi
4	2560	gpi
4	5109	gpi
4	5122	gpi
4	5123	gpi
4	5124	gpi
4	5129	gpi
4	5130	gpi
4	5137	gpi
4	5140	gpi
5	2529	gpi
5	2545	gpi
5	2551	gpi
5	2556	gpi
5	2562	gpi
5	2567	gpi
5	5101	gpi
5	5104	gpi
5	5106	gpi
5	5115	gpi
5	5116	gpi
5	5126	gpi
5	5127	gpi
5	5132	gpi
6	2530	gpi
6	2535	gpi
